"id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"6186038","B.C. MINING CO., S.A. DE C.V.","B.C. MINING CO., S.A. DE C.V.","212291","Minería de manganeso","11 a 30 personas","CALLE","SEGUNDA Y/O JUAN RODRÍGUEZ CARRILLO","AVENIDA","RAYÓN","AVENIDA","ITURBIDE","BOULEVARD","ADOLFO LÓPEZ MATEOS","1762",,,,"0",,"COLONIA","ZONA CENTRO",,,,"22830","02","BAJA CALIFORNIA","001","Ensenada","0001","Ensenada","076A","027","016461764404","JPS_1962@YAHOO.COM.MX",,"Fijo","31.85883281","-116.61208314","JUNIO 2012"
"6186039","CALIFORNIAN MINERS EMPORIUM","CALIFORNIAN MINERS EMPORIUM, S. DE R.L. DE C.V.","212393","Minería de barita","6 a 10 personas","AVENIDA","DIAMANTE","AVENIDA","PÍPILA","AVENIDA","JOSEFA ORTIZ DE DOMÍNGUEZ","AVENIDA","16 DE SEPTIEMBRE","155",,,,"0",,"FRACCIONAMIENTO","BAHÍA SUR",,,,"22880","02","BAJA CALIFORNIA","001","Ensenada","0001","Ensenada","7860","027","6461765508","CAPEANDRADRE@HOTMAIL.COM",,"Fijo","31.85709919","-116.59624783","MARZO 2011"
"6186060","CAMPESINOS MENDOZA SANCHES, S.P.R. DE RL","CAMPESINOS MENDOZA SANCHES, S.P.R. DE R.L.","212321","Minería de arena y grava para la construcción","11 a 30 personas","CARRETERA","TRANSPENINSULAR","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","57",,,,"0",,"PARAJE","EL ROSARIO DE ARRIBA",,,,"22960","02","BAJA CALIFORNIA","001","Ensenada","2465","El Rosario","6256","800","6161182930",,,"Fijo","32.07611111","-116.57916667","JULIO 2010"
"6285375","CAMPO DE BASEBALL","EXPORTADORA DE SAL SA DE CV","212391","Minería de sal","0 a 5 personas",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"SN",,,,,"COLONIA","PUNTA MORRO REDONDO",,,,"22990","02","BAJA CALIFORNIA","001","Ensenada","4444","El Morro","9922","079",,,,"Fijo","28.03617374","-115.1866302","JULIO 2010"
"6231004","CENTRO MULTIPLE DEPORTIVO","EXPORTADORA DE SAL SA DE CV","212391","Minería de sal","0 a 5 personas",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"SN",,,,,"COLONIA","PUNTA MORRO REDONDO",,,,"22990","02","BAJA CALIFORNIA","001","Ensenada","4444","El Morro","9922","076",,,,"Fijo","28.04154923","-115.1923322","JULIO 2010"
"6285377","CIUDAD DEPORTIVA DE FUTBOL Y BASEBALL","EXPORTADORA DE SAL SA DE CV","212391","Minería de sal","0 a 5 personas",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"SN",,,,,"COLONIA","PUNTA MORRO REDONDO",,,,"22990","02","BAJA CALIFORNIA","001","Ensenada","4444","El Morro","9922","041",,,,"Fijo","28.04912425","-115.1911581","JULIO 2010"
"6727721","CNP INTERNATIONAL, S. DE R.L. DE C.V.","CNP INTERNATIONAL, S. DE R.L. DE C.V.","212393","Minería de barita","6 a 10 personas","CALLE","NINGUNO","PRIVADA","NINGUNO","PRIVADA","NINGUNO","PRIVADA","NINGUNO","20051","4",,,"0","PLAT-4","COLONIA","BAJA MAQ EL AGUILA",,,,"22215","02","BAJA CALIFORNIA","004","Tijuana","0001","Tijuana","5832","024","016646255101","PABLOM@ATCGLOBALINC.COM",,"Fijo","32.49695181","-116.91344115","ENERO 2016"
"6285376","COMEDOR DE EXPORTADORA DE SAL ISLA DE CEDROS","EXPORTADORA DE SAL SA DE CV","212391","Minería de sal","0 a 5 personas",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"SN",,,,,"COLONIA","EL MORRO REDONDO",,,,"22990","02","BAJA CALIFORNIA","001","Ensenada","4444","El Morro","9922","007",,,,"Fijo","28.03876262","-115.18774726","JULIO 2010"
"6716579","COMERCIALIZADORA DE MATERIALES PETREOS VARIOS, S.A. DE C.V.","COMERCIALIZADORA DE MATERIALES PETREOS VARIOS, S.A. DE C.V.","212321","Minería de arena y grava para la construcción","0 a 5 personas","TERRACERÍA","NINGUNO","CALLE","ENSENADA","CALLE","ENSENADA","CALLE","ENSENADA",,"SN",,,,,"PUEBLO","SANTA VERONICA",,,,"21449","02","BAJA CALIFORNIA","003","Tecate","0209","Rancho Concordia","0849","800","016656544345",,,"Fijo","32.4612991","-116.32044642","ENERO 2016"
"6186031","CONCECION EJIDO CHAPALA",,"212321","Minería de arena y grava para la construcción","6 a 10 personas","AVENIDA","LUIS ALCERREGA","CALLE","ABELARDO L. RODRÍGUEZ","CALLE","PLUTARCO ELIAS CALLES","AVENIDA","JOSÉ MARÍA MORELOS","616",,,,"0",,"EJIDO","EJIDO NUEVO BAJA CALIFORNIA",,,,"22940","02","BAJA CALIFORNIA","001","Ensenada","0133","Lázaro Cárdenas","7273","034","6161653755",,,"Fijo","30.52474271","-115.93919799","JULIO 2010"
"6186034","CONSTRUCTORA GALLEGO, S.A. DE C.V.","CONSTRUCTORA GALLEGO, S.A. DE C.V.","212321","Minería de arena y grava para la construcción","11 a 30 personas","CARRETERA","CARRETERA SAN FELIPE","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","0","KILÓMETRO 41+500",,,"0",,,"EL FARO",,,,"21384","02","BAJA CALIFORNIA","002","Mexicali","1456","Los Gallegos (Colonia Colorado Número Dos)","5645","800","6865636477","ANGHY12000@YAHOO.COM.MX",,"Fijo","32.56426111","-115.41248611","DICIEMBRE 2014"
"6710236","CONSTRUCTORA Y PERFORADORA LATINA","CONSTRUCTORA Y PERFORADORA LATINA, S.A. DE C.V.","213111","Perforación de pozos petroleros y de gas","0 a 5 personas","CARRETERA","ESTATAL 2","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0",,"EJIDO","HIDALGO",,,,"21705","02","BAJA CALIFORNIA","002","Mexicali","0195","Ejido Miguel Hidalgo","355A","800","016865230930","ERODRIGUEZ@CPLATINA.COM.MX","WWW.CPLATINA.COM","Fijo","32.419029","-115.234582","ENERO 2016"
"6186049","EJIDO BANCO CUERVITOS","EJIDO BANCOS CUERVITOS","212321","Minería de arena y grava para la construcción","11 a 30 personas","CARRETERA","MEXICALI ALGODONES","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","0","KILÓMETRO 10+500",,,"0",,"EJIDO","BANCO CUERVITOS",,,,,"02","BAJA CALIFORNIA","002","Mexicali","0153","Colonia Cuervitos","3418","800","6585148145","BANCOCUERVITOS@HOTMAIL.COM",,"Fijo","32.66583333","-114.83888889","JULIO 2010"
"6186048","EJIDO COLECTIVO LAZARO CARDENAS","EJIDO COLECTIVO LAZARO CARDENAS","212321","Minería de arena y grava para la construcción","0 a 5 personas","CARRETERA","MEXICALI - ALGODONES","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","0","15.5",,,"0",,"EJIDO","CUERVITOS",,,,,"02","BAJA CALIFORNIA","002","Mexicali","7240","Localidad económica","3418","800","6861426727","JANO_0305@HOTMAIL.COM",,"Fijo","32.67727799","-114.81545953","JULIO 2010"
"6186056","EJIDO GENERAL HERIBERTO JARA","EJIDO GENERAL HERIBERTO JARA","212321","Minería de arena y grava para la construcción","6 a 10 personas","CARRETERA","MEXICALI-TIJUANA","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","0","KILÓMETRO 7+500",,,"0",,"EJIDO","HERIBERTO JARA",,,,"21610","02","BAJA CALIFORNIA","002","Mexicali","1121","Ejido Heriberto Jara Sección Coronita","3437","800","6865685261","EJIDOHERIBERTOJARA@HOTMAIL.COM",,"Fijo","32.53916667","-115.52472222","JULIO 2010"
"6186052","EJIDO INDUSTRIAL AÑO DE JUAREZ 1972 S.B.C","EJIDO INDUSTRIAL AÑO DE JUAREZ 1972 S.B.C","212391","Minería de sal","0 a 5 personas","CARRETERA","MEXICALI- SAN FELIPE","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","0","KILÓMETRO 143",,,"0",,"EJIDO","EJIDO INDUSTRIAL AÑO DE JUÁREZ DE 1972",,,,,"02","BAJA CALIFORNIA","002","Mexicali","0505","Salina Ometepec (NCPE Industrial Año de Juárez 1972)","3761","800","6865573081",,,"Fijo","31.41138889","-114.97972222","JULIO 2010"
"6186047","EJIDO IPOLITO RENTERIA DE SOCIEDAD COLECTIVA","EJIDO IPOLITO RENTERIA DE SOCIEDAD COLECTIVA","212321","Minería de arena y grava para la construcción","0 a 5 personas","CARRETERA","CRRET. MEXICALI SAN FELIPE","CARRETERA","MEXICALI - SAN FELIPE","CALLE","LOS LAURELES","CALLE","LOS SAUCES","0","KILÓMETRO 20",,,"0",,,"EJIDO HIPÓLITO RENTERÍA",,,,,"02","BAJA CALIFORNIA","002","Mexicali","0510","Ejido Hipólito Rentería","3441","003","6861066888",,,"Fijo","32.42581218","-115.3690996","JULIO 2010"
"6186041","EL MAVAR, S. DE P.R. DE R.L.","EL MABAR, S. DE P.R. DE R.L.","212321","Minería de arena y grava para la construcción","11 a 30 personas","CALLE","CALLE DE LA IGLESIA CATÓLICA DEL ROSARIO DE ARRIBA","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0",,"PUEBLO","EJIDO NUEVO URUAPAN",,,,"22960","02","BAJA CALIFORNIA","001","Ensenada","0598","Nuevo Uruapan","7080","013",,,,"Fijo","30.07179599","-115.71072715","DICIEMBRE 2014"
"6283154","ELECTRA ESTRELLA DE ORO","ELECTRA ESTRELLA DE ORO SA DE CV","212321","Minería de arena y grava para la construcción","11 a 30 personas","BOULEVARD","ADOLFO LÓPEZ MATEOS","BOULEVARD","FINANZAS","CALZADA","SAN MIGUEL EL GRANDE","CALLE","DE LA PROCURADURÍA","2170",,,,,,"COLONIA","FERROCARRIL",,,,"21040","02","BAJA CALIFORNIA","002","Mexicali","0001","Mexicali","298A","071",,,,"Fijo","32.62002887","-115.44717384","JULIO 2010"
"6285373","EXPORTADORA DE SAL","EXPORTADORA DE SAL SA DE CV","212391","Minería de sal","6 a 10 personas",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"NINGUNO",,"SN",,,,,"COLONIA","MORRO REDONDO",,,,"22990","02","BAJA CALIFORNIA","001","Ensenada","0124","Isla de Cedros","9922","003",,,,"Fijo","28.09669415","-115.18775059","JULIO 2010"
"6188990","G Y CANOAS, S.A.P.I. DE C.V.","G Y CANOAS SAPY, S.A. DE C.V.","213119","Otros servicios relacionados con la minería","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO",,"NINGUNO","2186",,,,"0",,"FRACCIONAMIENTO","PLAYA ENSENADA",,,,"22880","02","BAJA CALIFORNIA","001","Ensenada","0001","Ensenada","0632","001","6461521522","SPIMENTEL@GYCANOAS.COM",,"Fijo","31.84597117","-116.61596851","DICIEMBRE 2014"
"6186057","GRUPO CHAPALA NÚMERO 6",,"212321","Minería de arena y grava para la construcción","6 a 10 personas","CALLE","MARIANO MATAMOROS","AVENIDA","LUIS ALCERREGA","AVENIDA","ELIGIO ESQIVEL","CALLE","NINGUNO","203",,,,"0",,"COLONIA","LAZARO CARDENAS",,,,"22930","02","BAJA CALIFORNIA","001","Ensenada","0133","Lázaro Cárdenas","7269","002","6161018034",,,"Fijo","30.52920828","-115.92585542","JULIO 2010"
"6186059","GRUPO DE TRABAJO NÚMERO 2 B","GRUPO DE TRABAJO NÚMERO 2 B","212321","Minería de arena y grava para la construcción","6 a 10 personas","CALLE","DE LOS REPOLLOS","CALLE","TECATE","CALLE","CUARTA","CALLE","NINGUNO","0","SN",,,"0",,"FRACCIONAMIENTO","POPULAR SAN QUINTIN",,,,"22940","02","BAJA CALIFORNIA","001","Ensenada","0857","San Quintín","8271","032","6161653034",,,"Fijo","30.58389842","-115.94445476","DICIEMBRE 2014"
"6186030","GRUPO SEIS DEL EJIDO CHAPALA",,"212321","Minería de arena y grava para la construcción","0 a 5 personas","CALLE","VICENTE GUERRERO","CALLE","VICENTE GUERRERO","CALLE","BENITO JUÁREZ","CALLE","BENITO JUÁREZ","208",,,,"0",,"EJIDO","NUEVO BAJA CALIFORNIA",,,,"22940","02","BAJA CALIFORNIA","001","Ensenada","0078","Ejido Chapala","7019","070","1668363","MARTIN-2102@HOTMAIL.COM",,"Fijo","30.51221811","-116.00360463","JULIO 2010"
"6186055","INDUSTRIAS CALIZAS DE MEXICALI, S.A. DE C.V.","INDUSTRIAS CALIZAS DE MEXICALI, S.A. DE C.V.","212311","Minería de piedra caliza","11 a 30 personas","CARRETERA","POBLADO HERIBERTO JARA","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","TERRACERÍA","NINGUNO","0","KILÓMETRO 2+500",,,"0",,"EJIDO","EJIDO HERIBERTO JARA",,,,"21611","02","BAJA CALIFORNIA","002","Mexicali","1121","Ejido Heriberto Jara Sección Coronita","3437","800","6865660440","ALFONSOMV@LIVE.COM.MX",,"Fijo","32.53916667","-115.52472222","JULIO 2010"
"6186040","LAS CIENEGAS, S. DE P.R. DE R.L.","LAS CIENEGAS, S. DE P.R. DE R.L.","212321","Minería de arena y grava para la construcción","51 a 100 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","55",,,,"0",,"EJIDO","NUEVO URUAPAN",,,,"22960","02","BAJA CALIFORNIA","001","Ensenada","0046","Bahía de los Ángeles","7131","020","6161658821","PIEDRADEMAR@HOTMAIL.COM",,"Fijo","28.95529587","-113.55813909","DICIEMBRE 2014"
"6186043","LOS BARROSOS, S.P.R. DE R.L.","LOS BARROSOS, S.P.R. DE R.L.","212329","Minería de otras arcillas y de otros minerales refractarios","0 a 5 personas","CARRETERA","TRANSPENISULAR","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","58",,,,"0",,"PUEBLO","EL ROSARIO DE ARRIBA",,,,,"02","BAJA CALIFORNIA","001","Ensenada","0598","Nuevo Uruapan","7080","010",,,,"Fijo","30.07249746","-115.70786054","DICIEMBRE 2014"
"6186033","MATERIALES CALISOS Y RENTAS",,"212311","Minería de piedra caliza","11 a 30 personas","CARRETERA","CARRETERA TECATE MEXICALI","CALLE","MICROONDAS","CALLE","NINGUNO","CALLE","POSTERIOR","71","70.5",,,"0",,"PARAJE","POBLADO LA RUMOROSA",,,,"21510","02","BAJA CALIFORNIA","003","Tecate","0107","La Rumorosa","0726","447","6865750363","RAFAELTKT@YAHOO.COM",,"Fijo","32.52969041","-116.05469355","MARZO 2011"
